Column 0;Auteur;Column 2;Titel;Column 4;AlterTitel;Column 6;Serie;Column 8;Uitgever;Jaren2;Type;Column 12;Code;Column 14;Onderwerp1;Column 16;Onderwerp2;Column 18;Inhoud;Column 20;InvoerDatum
0220;Lucas-Dubreton, J.;	;De gouden tijd der renaissance;	;L'age d'or de la renaissance italienne;	;Prisma Boeken;	;Spectrum;	0	1959	;studie;	;p022n;	;paus Leo X de' Medici, e.a.;	;Karel V van Oostenrijk, paus Julius II della Rovere;	;;;NULL
0602;Ludwig, E.;	;Cleopatra;	;Cleopatra;	;;	;NBC;	0	0	;roman;	;b060n;	;Cleopatra VII van Egypte;	;Julius Caesar van Rome;	;;;NULL
0270;Luellen, V.;	;Francesca;	;;	;Masquerade Historical Romances;	;Nills & Boon;	1970	1977	;romannetje;	;p027e;	;Cesare Borgia;	;;	;;;NULL
0110;Luellen, V.;	;Gravin en tsarina;	;;	;Prisma Romance;	;Spectrum;	1984	1984	;romannetje;	;p011n;	;Elisabeth I van Rusland, tsarina van Rusland;	;;	;;;NULL
0094;Lugt, A. van der;	;Prinses Marianne van Oranje;	;;	;LHR;	;Lekturama;	0	0	;roman;	;l009n;	;Marianne van Nederland, Johannes van Rossum;	;Willem I van Nederland en Wilhelmina van Pruisen, Albert van Pruisen;	;î;;NULL
0190;Lunshof, H.A.;	;Michiel de Ruyter (De stuurman van de... );	;;	;;	;Elsevier Pockets;	1955	0	;roman;	;p019n;	;Michiel de Ruyter, admiraal;	;;	;;;NULL
1252;Maass, E.;	;Heerser zonder kroon;	;;	;Cultuurserie;	;Stok / ZHU;	0	0	;roman;	;b125n;	;Caroline Mathilda van Groot-Brittannië en Hannover;	;Christiaan VII van Denemarken, Johann Friedrich Struensee, Juliana Marie van Brunswijk-Wolfenbüttel;	;;;NULL
1082;Maass, E.;	;Keizerlijke venus;	;;	;Cultuurserie;	;Stok / ZHU;	0	0	;roman;	;b108n;	;Pauline Bonaparte van Frankrijk, vorstin Borghese;	;Napoleon I Bonaparte van Frankrijk;	;;;NULL
0242;Mackie, J.D.A.;	;History of Scotland;	;History of Scotland;	;;	;Dorset Press;	1964	1978	;naslagwerk;	;b024e;	;koningen van Schotland;	;Robert I Bruce van Schotland, Jacobus I Stuart van Schotland, Malcolm III van Schotland;	;x;;NULL
1052;Mackie, Ph.;	;De liefdes van Napoleon;	;Napoleon and love;	;;	;Elsevier;	1974	1974	;roman;	;b105n;	;Napoleon I Bonaparte van Frankrijk;	;;	;;;NULL
0364;Madaule, J. e.a.;	;Julius Caesar;	;;	;Genie en wereld;	;Heideland-Orbis;	1961	1970	;biogr. studies;	;l036n;	;Julius Caesar van Rome;	;Cleopatra VII van Egypte, Ptolemeus XIV van Egypte;	;ïxb;;NULL
0197;Maesschalck, E. de;	;Maria van Bourgondië, een begeerde bruid;	;;	;;	;Mercator-Plantijn;	1982	1982	;biografie;	;z019n;	;Maria I de rijke van Bourgondië;	;Maximiliaan I van Oostenrijk, Filips van Kleef-Ravenstein;	;;;NULL
0982;Maltzahn, E. von;	;Marie Antoinette (of een koningin van Frankrijk en Navarra);	;;	;;	;Rivièra & Voorhoeve;	0	0	;roman;	;b098n;	;Marie Antoinette van Oostenrijk, Lodewijk XVI van Frankrijk;	;;	;;;NULL
0254;Mann, G. e.a.;	;Hoge culturen van Centraal- en Oost-Azië;	;Propyläen Weltgeschichte;	;Universele Wereld Geschiedenis II;	;Scheltens / Giltay;	0	1974	;studies;	;l025n;	;Nebukadnezar II van Babylonië, Candragupta van India, e.a.;	;Darius I de grote van Perzië, Alexander de grote van Macedonië, Antiochus III de grote van Seleucidië, Woe-ti Han van China, Assoernasirpal II van Assyrië, Askoka Piyadasi van India, Johannes Hyrcanus I van Israël, Mithridates I van Parthië;	;ï;;NULL
0264;Mann, G. e.a.;	;Prehistorie. Eerste hoge culturen.;	;Propyläen Weltgeschichte;	;Universele Wereld Geschiedenis I;	;Scheltens / Giltay;	0	1974	;studies;	;l026n;	;prehistorie, Sjoelgi van Oer, Mentoehotep I van Egypte, enz.;	;Toetmoses III van Egypte, Hammoerabi van Babylonië, Sjamsjiadad I van Assyrië, Hatshepsoet van Egypte, Telepinoe van Chatti, Soeppiloelioemas van Chatti, Isjmegadad I van Assyrië, Tiglatpileser I van Assyrië, Assurnassirpal I van Assyrië;	;ï;;NULL
0390;Maurier, D. du;	;Mary Anne;	;Mary Anne;	;;	;Pocket Books Inc.;	0	1960	;roman;	;p039e;	;Frederik van Groot-Brittannië en Hannover, Mary Anne Clarke;	;;	;n;;NULL
1792;Maurier, D. du;	;Mary Anne;	;Mary Anne;	;;	;Boekenclub;	0	1974	;roman;	;b179n;	;Frederik van Groot-Brittannië en Hannover, Mary Anne Clarke;	;;	;er;;NULL
1782;Maurier, D. du;	;The King's general;	;The King's general;	;;	;V. Gollancz ltd.;	1946	1946	;roman;	;b178e;	;;	;Richard Grenville;	;;;NULL
0074;McDonald, E.;	;Marie Luise van Oostenrijk;	;The Austrian bride;	;Duetserie (VI);	;Spaarnestad;	1968	0	;roman;	;l007n;	;Marie Louise van Oostenrijk, Napoleon I Bonaparte van Frankrijk;	;;	;í;;NULL
0044;Meadows, R.;	;Dorothy Jordan;	;The show must go on;	;Duetserie (III);	;Spaarnestad;	1968	0	;roman;	;l004n;	;Willem IV van Groot-Brittannië en Hannover, Dorothy Jordan;	;;	;í;;NULL
0377;Miles, R.;	;Stiefdochters van de tijd (De vrouw als paria van de... );	;The women's history of the world;	;;	;Bruna;	1988	1989	;studie;	;z037n;	;besnijding, kuisheidsgordels, uithuwelijken, seksisme;	;Cleopatra VII van Egypte, Zenobia van Palmyra, Zoë van Byzantium, Caterina Cornaro van Cyprus, Anne van Bretagne, Nell Gwyn en Karel II Stuart van Groot-Brittannië;	;x;;NULL
0212;Mitford, N.;	;Frederick the great;	;Frederick the great;	;;	;Hamish Hamilton;	1970	0	;biogr. studie;	;b021e;	;Frederik II de grote van Pruisen;	;Frederik Willem I van Pruisen, Frederik I van Pruisen, Augustus II de sterke van Polen, Maria Theresia van Oostenrijk, Wilhelmine van Pruisen, Catharina II van Rusland, Frederik Willem II van Pruisen, Elisabeth Christine van Brunswijk, Voltaire;	;ix;;NULL
0222;Mitford, N.;	;The Sun King (Louis XIV at Versailles);	;The Sun King;	;;	;Book Club Ass.;	1966	0	;biogr. studie;	;b022e;	;Lodewijk XIV de zonnekoning van Frankrijk;	;Maria Theresa van Spanje, Françoise d'Aubigné de Maintenon, Françoise Athénaïs de Rochecouart de Montespan;	;ix;;NULL
0012;Plaidy, J.;	;Het leven van Catharina de' Medici II;	;The Italian woman;	;The Medici trilogy (II);	;Luitingh / DHR;	0	0	;roman;	;b001n;	;Catharina de' Medici, koningin van Frankrijk;	;Hendrik II van Frankrijk en Diane de Poitiers;	;2u;;NULL
0012;Plaidy, J.;	;Het leven van Catharina de' Medici III;	;Queen Jezebel;	;The Medici trilogy (III);	;Luitingh / DHR;	0	0	;roman;	;b001n;	;Catharina de' Medici, koninginmoeder van Frankrijk;	;Frans II van Frankrijk en Mary I Stuart van Schotland, Karel IX van Frankrijk, Hendrik III van Frankrijk, Hendrik IV van Frankrijk en Navarra, Margaretha van Frankrijk, 'la reine Margot', koningin van Navarra;	;2;;NULL
0022;Plaidy, J.;	;Het leven van Catharina van Aragon I;	;Katherine the virgin widow;	;The Catharine of Aragon trilogy (I);	;Luitingh / DHR;	0	0	;roman;	;b002n;	;Catharina van Aragon;	;Hendrik VII Tudor van Engeland, Arthur van Engeland, Hendrik VIII van Engeland, Johanna de waanzinnige van Kastilië en Aragon;	;;;NULL
0022;Plaidy, J.;	;Het leven van Catharina van Aragon II;	;The shadow of the pomegranate;	;The Catherine of Aragon trilogy (II);	;Luitingh / DHR;	0	0	;roman;	;b002n;	;Catharina van Aragon, Hendrik VIII Tudor van Engeland;	;;	;;;NULL
0022;Plaidy, J.;	;Het leven van Catharina van Aragon III;	;The King's secret matter;	;The Catherine of Aragon trilogy (III);	;Luitingh / DHR;	0	0	;roman;	;b002n;	;Catharina van Aragon, Hendrik VIII Tudor van Engeland;	;Anne Boleyn;	;;;NULL
0042;Plaidy, J.;	;Het leven van Isabella van Kastilië I;	;Castile for Isabella;	;The Ferdinand and Isabella trilogy (I);	;Luitingh / DHR;	0	0	;roman;	;b004n;	;Isabella I de katholieke van Kastilië, Alfonso van Kastilië;	;Enrique IV van Kastilië, Johanna van Portugal, Isabella van Portugal;	;;;NULL
0042;Plaidy, J.;	;Het leven van Isabella van Kastilië II;	;Spain for the sovereigns;	;The Ferdinand and Isabella trilogy (II);	;Luitingh / DHR;	1956	0	;roman;	;b004n;	;Isabella I de katholieke van Kastilië, Ferdinand II van Aragon;	;Johanna la Beltrañeja van Kastilië, Alfonso V van Portugal;	;e;;NULL
0042;Plaidy, J.;	;Het leven van Isabella van Kastilië III;	;Daughters of Spain;	;The Ferdinand and Isabella trilogy (III);	;Luitingh / DHR;	0	0	;roman;	;b004n;	;Isabella I de katholieke van Kastilië, Ferdinand II van Aragon;	;Johanna de waanzinnige van Kastilië, Catharina van Aragon, Johan van Aragon en Kastilië, Isabella van Aragon, Filips de schone van Oostenrijk;	;;;NULL
1852;Plaidy, J.;	;Koning bij de gratie Gods;	;A health unto His Majesty;	;The Charles II trilogy (II);	;Luitingh / DHR;	0	0	;roman;	;b185n;	;Karel II van Groot-Brittannië;	;;	;e;;NULL
0052;Plaidy, J.;	;Koninklijke moordenaar;	;Murder most royal;	;The Tudor novels;	;Luitingh / DHR;	0	1965	;roman;	;b005n;	;Hendrik VIII Tudor van Engeland, Anne Boleyn;	;Catharina van Aragon;	;t;;NULL
0720;Plaidy, J.;	;Light on Lucrezia;	;Light on Lucrezia;	;The Lucrezia Borgia series (II);	;Pan;	1958	1976	;roman;	;p072e;	;Lucretia Borgia;	;Alfonso I van Este-Modena, paus Alexander VI Borgia, Cesare Borgia;	;;;NULL
0710;Plaidy, J.;	;Madonna of the seven hills;	;Madonna of the seven hills;	;The Lucrezia Borgia series (I);	;Pan;	1958	1976	;roman;	;p071e;	;Lucretia Borgia;	;paus Alexander VI Borgia, Cesare Borgia, Alfonso van Aragon, bastaard van Napels, prins van Salerno;	;;;NULL
0670;Plaidy, J.;	;Royal Road to Fotheringay;	;Royal Road to Fotheringay;	;The Mary Queen of Scots series (I);	;Pan;	1955	1976	;roman;	;p067e;	;Mary I Stuart van Schotland;	;Frans II van Frankrijk, Catharina de' Medici, Maria de Guise van Lotharingen, Hendrik Stuart, lord Darnley, Hendrik II van Frankrijk, Elisabeth I van Engeland, Karel IX van Frankrijk;	;u;;NULL
0700;Plaidy, J.;	;Spain for the Sovereigns;	;Spain for the Sovereigns;	;The Ferdinand and Isabella trilogy (II);	;Pan;	1956	1960	;roman;	;p070e;	;Isabella I de katholieke van Kastilië, Ferdinand II van Aragon;	;Johanna la Beltrañeja van Kastilië, Alfonso V de Afrikaan van Portugal;	;nr;;NULL
0752;Plaidy, J.;	;Strijd der vorstinnen;	;The battle of the Queens;	;The Plantagenet saga (V);	;Publiboek;	1978	1981	;roman;	;b075n;	;Blanche van Kastilië, Lodewijk VIII van Frankrijk;	;Isabella van Angoulême en Hugo de Lusignan van La Marche, Hendrik III van Engeland en Richard van Engeland, Eleonora van Aquitanië;	;;;NULL
0610;Plaidy, J.;	;The Plantagenet prelude;	;The Plantagenet prelude;	;The Plantagenet saga (I);	;Pan;	1976	1978	;roman;	;p061e;	;Hendrik II van Engeland en Normandië, Eleonora van Aquitanië;	;Lodewijk VII van Frankrijk, Raimond van Poitiers, vorst van Antiochië, Maud van Engeland, keizerin van Duitsland, hertogin van Normandië;	;;;NULL
0630;Plaidy, J.;	;The Queen from Provence;	;The Queen from Provence;	;The Plantagenet saga (VI);	;Pan;	1979	1980	;roman;	;p063e;	;Hendrik III van Engeland, Eleonora van Provence;	;Richard van Engeland, Rooms koning, Eleonora van Engeland;	;;;NULL
0690;Plaidy, J.;	;The Spanish bridegroom;	;The Spanish bridegroom;	;The Tudor novels;	;Pan;	1954	1971	;roman;	;p069e;	;Maria I de bloedige van Engeland, Filips II van Spanje;	;Elisabeth I Tudor van Engeland;	;n;;NULL
0840;Plaidy, J.;	;The captive of Kensington Palace;	;The captive of Kensington Palace;	;The Victoria Series (?);	;Fawcett Crest;	1972	1976	;roman;	;p084n;	;Victoria van Groot-Brittannië en India;	;Victoria van Saksen-Coburg, prinses van Engeland, Willem IV van Groot-Brittannië en Hannover, Sophia van Groot-Brittannië, Augusta van Groot-Brittannië, Marie-Adelaïde van Saksen-Meiningen, koningin van Groot-Brittannië, Albert van Saksen-Coburg;	;;;NULL
0660;Plaidy, J.;	;The captive Queen of Scots;	;The captive Queen of Scots;	;The Mary Queen of Scots series (II);	;Pan;	1963	1969	;roman;	;p066e;	;Mary I Stuart van Schotland;	;Henry Stuart, lord Darnley, Elisabeth I van Engeland, James Hepburn van Bothwell, Jacobus I van Engeland en Schotland;	;;;NULL
0640;Plaidy, J.;	;The goldsmith's wife;	;The goldsmith's wife;	;;	;Pan;	1950	1970	;roman;	;p064e;	;Edward IV van Engeland, Jane Shore;	;Elisabeth Woodville, Richard III van Engeland;	;ur;;NULL
0762;Plaidy, J.;	;The prince of darkness;	;The prince of darkness;	;The Plantagenet saga (IV);	;Book Club;	0	0	;roman;	;b076e;	;Jan zonder land van Engeland, 'John Lackland';	;Isabella van Angoulême, koningin van Engeland, Eleonora van Aquitanië, koningin van Engeland;	;;;NULL
0620;Plaidy, J.;	;The revolt of the eaglets;	;The revolt of the eaglets;	;The Plantagenet saga (II);	;Pan;	0	1977	;roman;	;p062e;	;Richard I leeuwenhart van Engeland;	;Eleonora van Aquitanië, Hendrik II van Engeland en Normandië, Jan zonder land van Engeland, 'John Lackland', Geoffrey van Engeland en Bretagne, Hendrik de jonge van Engeland;	;;;NULL
0680;Plaidy, J.;	;The sixth wife;	;The sixth wife;	;The Tudor novels;	;Pan;	1953	1967	;roman;	;p068e;	;Hendrik VIII Tudor van Engeland, Catherine Parr;	;Thomas Seymour;	;nr;;NULL
0770;Plaidy, J.;	;The third George;	;The third George;	;The Georgian saga (V);	;Pan;	1969	1976	;roman;	;p077e;	;George III van Groot-Brittannië en Hannover;	;George IV van Groot-Brittannië en Hannover, Caroline Mathilda van Groot-Brittannië en Hannover, koningin van Denemarken, Charlotte van Mecklenburg, Augusta van Saksen-Gotha;	;;;NULL
0650;Plaidy, J.;	;The thirstle and the rose;	;The thirstle and the rose;	;The Tudor novels;	;Pan;	1963	1970	;roman;	;p065e;	;Margaret Tudor van Engeland, Jacobus IV van Schotland;	;Hendrik VIII Tudor van Engeland;	;;;NULL
1022;Saint-Loup, M.;	;Onder de hakbijl;	;La charrete rouge;	;Geschiedkundige Serie;	;Deka boeken;	0	0	;roman;	;b102n;	;Anna van Oostenrijk, Georg Villiers van Buckingham, e.a.;	;Lodewijk XIII van Frankrijk, Albert de Luynes, Henriette van Frankrijk;	;;;NULL
0422;Saring, T.;	;Louise Henriette;	;Luise Henriëtte;	;;	;Strengholt;	0	0	;roman;	;b042n;	;Louise Henriette van Oranje;	;Frederik Willem de grote keurvorst van Brandenburg, Frederik Hendrik de stedendwinger van Oranje, Willem II van Oranje, Amalia van Solms-Braunfels;	;;;NULL
0757;Schaap, W., e.a.;	;Juliana 80 (Alle geheimen. Onthullende verhalen over...);	;;	;Weekend-uitgave;	;Kontekst BV;	0	1989	;fotoboek;	;z075n;	;Juliana van Nederland;	;Bernhard van Lippe-Biesterfeld, prinsgemaal van Nederland, Wilhelmina van Nederland, Beatrix van Nederland, Hendrik van Mecklenburg-Schwerin, prinsgemaal van Nederland, Emma van Waldeck en Pyrmont, regentes van Nederland;	;i;;NULL
0182;Schilfgaarde, A.P.;	;Het Huis Bergh;	;;	;;	;Letter Nypels;	1950	0	;studie;	;b018n;	;graven en prinsen van 's Heerenbergh;	;Franz Wilhelm van den Berg en Hohenzollern, Oswald III van den Berg,Maria Leopoldina van Oost-Friesland, Maria Clara van den Berg, Willem IV van den Berg, Maria van Nassau, Willem III van den Berg, Anna van Egmond, Johan Baptist van Hohenzollern;	;ï;;NULL
0014;Schönthan, G. von;	;Felicine Casanova;	;Madame Casanova;	;Duetserie (I);	;Spaarnestad;	1968	0	;roman;	;l001n;	;Napoleon I Bonaparte van Frankrijk, Felicine Casanova;	;;	;;;NULL
0034;Schönthan, G. von;	;Joséphine de Beauharnais;	;Die rosen von Malmaison;	;Duetserie (III);	;Spaarnestad;	1966	0	;roman;	;l003n;	;Josephine Tascher de la Pagerie, Napoleon I Bonaparte van Frankrijk;	;;	;í;;NULL
0174;Schoonover, L.;	;Lodewijk XI, strijder en minnaar;	;The spider King                                g;	;LHR;	;Lekturama;	1954	0	;roman;	;l017n;	;Lodewijk XI de spin van Frankrijk;	;Karel VII van Frankrijk, Margaretha van Schotland, Charlotte van Savoye, Bernhard VIII van Armagnac, Jean IV van Armagnac;	;îet;;NULL
0437;Schoonover, L.;	;Vrouwen om de kanselier;	;The chancellor;	;;	;Kruseman;	0	1963	;roman;	;z043n;	;Frans I van Frankrijk, Karel III van Bourbon en Montpensier;	;Antoine Duprat;	;;;NULL
1292;Selinko, A.;	;Désirée;	;Désirée;	;;	;Albert de Lange;	1951	1955	;roman;	;b129n;	;Désirée Clary, koningin van Zweden;	;Karel XIV Johan van Zweden, Jean Baptiste Bernadotte, Napoleon I Bonaparte van Frankrijk, Joseph Bonaparte van Frankrijk en Julie Clary;	;2e;;NULL
0380;Selinko, A.;	;Désirée;	;Désirée;	;;	;Pocket Books Inc.;	0	1954	;roman;	;p038e;	;Désirée Clary, koningin van Zweden;	;Karel XIV Johan van Zweden, Jean Baptiste Bernadotte, Napoleon I Bonaparte van Frankrijk, Joseph Bonaparte van Frankrijk en Julie Clary;	;nr;;NULL
0234;Selly, G.;	;Spionne voor Napoleon;	;Chère Elise;	;LHR;	;Lekturama;	0	0	;roman;	;l023n;	;Napoleon I Bonaparte van Frankrijk;	;;	;;;NULL
0510;Seyton, A.;	;Katherine;	;Katherine;	;;	;Coronet Books;	1954	1975	;roman;	;p051e;	;Jan van Gent van Engeland, Katherine Swynford-Roelt;	;Constanza van Kastilië, John Beaufort van Somerset;	;;;NULL
0114;Shellabarger, S.;	;Liefde en verraad rond Lucrezia Borgia;	;Prince of Foxes;	;LHR;	;Lekturama;	0	0	;roman;	;l011n;	;Lucretia Borgia, Alfonso I van Este-Modena;	;;	;î;;NULL
0047;Simon, K.;	;Gonzaga;	;A renaissance tapestry;	;;	;Kosmos-Historisch;	1988	1988	;studie;	;z004n;	;Ludovico III Gonzaga van Mantua, Federico I Gonzaga van Mantua, e.a.;	;Francesco II Gonzaga van Mantua en Isabella van Este-Modena, Federico II Gonzaga van Mantua en Margarita van Montferrat, Gianfrancesco Gonzaga van Mantua en Paola Malatesta van Pesaro, Vincenzo I Gonzaga van Mantua en Margarita Farnese van Parma;	;îx;;NULL
1662;Sixma van H-S, A.;	;In de schaduw van Napoleon (Uit het persoonlijk leven...);	;;	;;	;J.N. Voorhoeve;	0	0	;biografie;	;b166n;	;Rutger Jan Schimmelpenninck, raadspensionaris;	;;	;;;NULL
0312;Skliar, A.;	;Het oude Egypte;	;;	;Erfenis van oude culturen;	;;	1987	0	;fotoboek;	;b031n;	;Toetanchamon van Egypte, e.a.;	;Hatshepsoet van Egypte, Achnaton van Egypte, Nefertete van Mitanni;	;ï;;NULL
0350;Slaughter, F.G.;	;David, warrior and King;	;David, warrior and King;	;;	;Perma Book Editor;	1962	0	;roman;	;p035e;	;David van Israël;	;;	;;;NULL
1432;Solomon, E. van;	;Maîtresse van de koning;	;;	;;	;Amsterdam boek;	0	0	;roman;	;b143n;	;Frederik Willem II van Pruisen;	;;	;2;;NULL
0472;Speelman, E.;	;Vier mannen voor Jacoba;	;;	;;	;De steenuil;	0	0	;roman;	;b047n;	;Jacoba van Beieren, gravin van Holland;	;Jan IV van Brabant, Humphrey van Engeland-Gloucester, Jan van Frankrijk-Touraine, dauphin van Frankrijk, Frank van Borsselen, Margaretha van Bourgondië, Willem VI van Holland, Filips de goede van Bourgondië;	;tr;;NULL
1552;Stendhal;	;De Chartreuse van Parma;	;La Chartreuse de Parme;	;De onsterfelijken;	;;	1830	1948	;roman;	;b155n;	;De slag bij Waterloo;	;;	;;;NULL
0024;Stoeckl, A. de;	;Madame du Barry;	;Mistress of Versailles;	;Duetserie (II);	;Spaarnestad;	0	0	;roman;	;l002n;	;Lodewijk XV van Frankrijk, Jeanne Vaubernier, madame Du Barry;	;;	;í;;NULL
1702;Stone, I.;	;Michelangelo;	;The agony and the ecstasy;	;DHU;	;;	0	1970	;roman;	;b170n;	;Michelangelo;	;Lorenzo il magnifico de' Medici;	;;;NULL
0687;Strachey, L.;	;Queen Victoria;	;Queen Victoria;	;Zephyr Books Vol. 25;	;Zephyr Books;	1945	0	;roman;	;z068n;	;Victoria van Groot-Brittannië en India;	;Albert van Saksen-Coburg, prinsgemaal van Groot-Brittannië, Edward van Groot-Brittannië, hertog van Kent;	;;;NULL
1722;Teirlinck, H.;	;Griseldis;	;;	;De Blauwe Snoeckjes / Kunstsneockjes II;	;Snoeck Ducaju;	0	1942	;verhaal;	;b172n;	;;	;;	;;;NULL
0697;Timmer, dr. M.;	;Erotiek in de lage landen;	;;	;;	;J.H. Kok;	1974	1974	;studie;	;z069n;	;;	;;	;;;NULL
0014;Tinayre, M.;	;Madame de Pompadour;	;Madame de Pompadour;	;Duetserie (I);	;Spaarnestad;	0	0	;roman;	;l001n;	;Lodewijk XV van Frankrijk, Jeanne Antoinette Poisson de Pompadour;	;;	;í;;NULL
0462;Uhlenbusch, H.P.;	;Het brandend hart van Bourgondië;	;Glutrotes Herz Burgund;	;;	;De Schouw;	0	1944	;roman;	;b046n;	;Jan zonder vrees van Bourgondië;	;Filips de schone van Bourgondië, Margaretha van Beieren, Bonne van Artois;	;;;NULL
0162;Unstead, R.J.;	;Dictionary of History;	;Dictionary of History;	;R.J. Unstead's;	;Ward Lock Limited;	1976	1979	;naslagwerk;	;b016e;	;Elisabeth I van Engeland, Gustaaf II Adolf van Zweden, e.a.;	;Karel I van Groot-Brittannië, Mary I Stuart van Schotland, Maria Theresia van Oostenrijk, Catharina II de grote van Rusland, Rupert van De Palts, George III van Groot-Brittannië, Cyrus II de grote van Perzië, Willem I de zwijger van Oranje;	;i!;;NULL
0587;Valogne, C.;	;Louis XIV et Louise de la Vallière (Les Paysages d'Amour);	;Louis XIV et Louise de la Vallière;	;;	;Payot;	0	1964	;fotoboek;	;z058f;	;Lodewijk XIV de zonnekoning van Frankrijk, Louise de la Vallière;	;;	;i;;NULL
1762;Valois, M. de;	;De Heptamerone;	;L'Heptaméron des nouvelles;	;;	;Boek en wereld;	0	0	;novellen;	;b176n;	;vertellingen van Margaretha van Angoulême, koningin van Navarra;	;;	;;;NULL
0337;Vandenberg, Ph.;	;Ceasar & Cleopatra;	;;	;;	;De Haan;	1986	1987	;studie;	;z033n;	;Cleopatra VII van Egypte;	;Julius Caesar van Rome, Antonius van Rome;	;x;;NULL
1422;Zara, L.;	;Het visioen van een imperator en de ontgoocheling van een...;	;Against this rock;	;;	;J.H. Gottmar;	0	0	;roman;	;b142n;	;Karel V van Oostenrijk, Spanje, Bourgondië en de Nederlanden;	;Filips II van Spanje, Ferdinand I van Oostenrijk, Isabella van Portugal, Maria van Hongarije, Margaretha van Oostenrijk, Maurits van Saksen, Filips I van Hessen, Maximiliaan II van Oostenrijk, Eleonora van Oostenrijk, Frans I van Frankrijk;	;;;NULL
0442;Zee, H. en B. van der;	;Willem & Mary;	;William and Mary;	;;	;H.J. Paris;	1973	1975	;biogr. studie;	;b044n;	;Willem III van Groot-Brittannië en Oranje, Maria II Stuart;	;Jacobus II van Groot-Brittannië, Karel II van Groot-Brittannië, Anne van Groot-Brittannië, Lodewijk XIV de zonnekoning van Frankrijk, Hans Willem Bentinck van Portland, George Frederik van Waldeck, Godard van Reede van Athlone, Joost van Keppel;	;ï;;NULL
